Examinee ID,Group,Inclusion Code,Item.001,Item.002,Item.003,Item.004,Item.005,Item.006,Item.007,Item.008,Item.009,Item.010,Item.011,Item.012,Item.013,Item.014,Item.015,Item.016,Item.017,Item.018,Item.019,Item.020,Item.021,Item.022,Item.023,Item.024,Item.025,Item.026,Item.027,Item.028,Item.029,Item.030,Item.031,Item.032,Item.033,Item.034,Item.035,Item.036,Item.037,Item.038,Item.039,Item.040,Item.041,Item.042,Item.043,Item.044,Item.045,Item.046,Item.047,Item.048,Item.049,Item.050
Examinee.03749,P,Y,A,A,B,B,C,B,A,D,C,B,D,B,B,A,D,D,D,A,A,C,B,D,A,D,D,A,C,C,B,D,C,C,A,B,B,D,C,C,B,D,C,C,B,A,D,D,A,B,B,D
Examinee.03750,P,Y,A,B,A,B,C,B,C,D,C,D,D,B,C,B,A,D,D,A,B,C,A,C,A,A,D,D,C,C,B,A,A,B,A,B,D,D,D,C,B,D,C,C,A,A,A,A,B,B,B,C
Examinee.03751,P,Y,A,B,C,B,C,A,A,D,C,B,A,B,A,A,D,D,D,A,A,C,A,A,A,D,A,D,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,B,A,D,B,B,C,A
Examinee.03752,P,Y,A,B,A,B,C,A,A,D,C,D,D,B,C,B,D,D,D,A,B,C,A,C,A,D,A,D,C,C,B,B,A,A,A,B,D,D,D,C,B,D,D,C,B,D,A,D,B,B,B,C
Examinee.03753,P,Y,A,A,D,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,B,C,A,D,A,A,A,C,C,C,B,A,C,A,A,B,B,A,D,C,B,D,C,C,B,D,A,D,B,B,D,D
Examinee.03754,P,Y,A,A,D,B,C,A,A,D,C,B,D,B,C,B,D,D,D,A,B,C,A,A,A,A,A,B,C,C,B,A,C,A,A,B,B,D,D,C,B,D,C,C,B,D,A,D,B,B,B,A
Examinee.03755,P,Y,A,A,D,B,C,A,A,B,C,D,B,B,C,B,D,D,D,A,B,C,A,B,A,A,A,B,C,C,B,A,C,A,A,B,B,A,D,C,B,D,C,C,B,D,A,D,B,B,A,D
Examinee.03756,P,Y,A,A,D,B,C,A,A,A,C,B,D,B,C,A,D,D,D,A,B,C,A,D,A,A,D,C,C,C,B,A,C,A,A,B,D,D,B,C,B,D,C,C,C,D,C,D,B,B,A,D
Examinee.03757,P,Y,A,A,A,B,C,B,A,D,C,A,A,B,C,B,A,D,D,A,B,C,A,D,A,A,D,B,C,C,B,A,C,A,A,B,D,D,C,C,B,D,C,C,B,A,A,D,B,B,A,A
Examinee.03758,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,C,C,A,D,A,A,A,B,C,C,B,A,C,A,A,B,A,D,D,C,B,C,C,C,B,B,A,D,A,B,C,A
Examinee.03759,P,Y,A,B,D,B,C,A,A,D,C,D,D,D,C,A,D,D,D,A,D,C,A,C,A,D,A,C,C,C,B,A,C,A,A,B,D,D,A,C,B,D,C,C,B,A,C,D,B,B,B,A
Examinee.03760,P,Y,A,A,D,B,C,A,A,B,D,D,D,D,C,A,A,D,D,A,B,C,A,D,A,A,D,B,C,C,B,A,C,A,A,B,D,A,D,C,B,D,C,C,B,A,C,D,B,B,B,A
Examinee.03761,P,Y,A,A,D,B,C,B,C,D,C,D,D,B,C,D,A,D,D,A,B,C,A,A,B,D,A,A,C,C,B,A,A,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03762,L,Y,A,A,D,B,C,B,A,B,D,D,D,D,C,A,A,D,D,A,B,C,A,B,A,A,D,B,C,C,B,A,C,A,A,B,B,D,C,C,B,D,C,C,B,A,C,D,B,B,B,A
Examinee.03763,P,Y,A,A,A,B,C,B,C,D,C,B,A,B,A,B,A,D,D,A,A,C,A,A,A,D,A,D,C,C,B,B,A,C,D,B,D,D,D,C,B,D,C,C,D,A,A,D,C,B,B,A
Examinee.03764,P,Y,A,A,D,B,C,C,A,D,C,D,D,B,A,D,A,D,D,A,B,C,A,B,A,A,A,D,C,C,B,A,C,A,A,B,D,D,C,C,B,D,C,C,B,D,B,D,A,B,A,C
Examinee.03765,P,Y,A,A,D,B,C,A,A,B,C,D,D,D,A,A,D,D,D,A,B,C,B,B,A,A,A,D,C,C,B,A,C,A,A,B,B,D,C,C,B,D,C,C,B,B,C,D,B,B,D,D
Examinee.03766,P,Y,A,A,B,B,C,B,A,D,C,D,B,B,A,B,D,D,D,A,B,C,B,B,A,D,A,D,C,C,B,C,A,A,D,B,D,D,D,A,B,D,C,C,B,B,A,D,C,B,C,A
Examinee.03767,P,Y,A,A,D,B,C,A,A,B,C,D,B,D,A,C,D,D,D,A,C,C,A,C,A,A,A,D,C,C,B,A,C,A,A,B,C,D,D,C,B,D,C,C,B,D,C,D,B,B,B,A
Examinee.03768,P,Y,A,A,B,B,C,A,C,D,C,B,D,B,C,B,B,D,D,A,A,C,A,B,A,C,A,D,D,C,A,D,C,C,D,B,B,D,C,A,B,D,C,C,C,D,A,A,C,C,B,B
Examinee.03769,P,Y,A,A,D,B,C,A,A,D,C,D,D,D,C,B,D,D,D,A,A,C,A,B,A,A,B,C,C,C,B,A,C,A,A,B,D,D,C,C,B,D,C,C,B,B,A,D,B,B,A,D
Examinee.03770,P,Y,A,B,C,B,C,A,A,B,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,A,D,B,C,C,B,A,C,A,A,B,B,D,C,C,B,D,C,C,B,C,A,D,A,B,C,B
Examinee.03771,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,B,C,A,C,A,A,B,A,C,C,B,A,C,A,A,B,D,A,C,C,B,D,C,C,B,C,C,D,A,B,C,C
Examinee.03772,P,Y,A,B,C,B,C,A,A,B,C,D,D,D,C,A,D,D,D,A,B,C,A,B,A,A,D,C,D,C,B,A,C,C,A,C,D,D,B,C,B,D,D,C,B,D,A,D,A,B,D,C
Examinee.03773,P,Y,A,A,B,A,C,B,C,D,C,D,A,B,A,A,C,D,D,A,A,C,A,C,A,D,A,D,C,C,B,A,C,A,C,B,C,D,B,B,B,D,C,A,B,C,A,D,A,B,A,C
Examinee.03774,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,B,D,C,A,D,A,A,B,A,C,C,B,A,C,A,A,B,C,C,D,C,B,A,C,C,B,D,E,B,A,D,A,D
Examinee.03775,P,Y,A,B,B,B,C,A,A,D,C,D,D,B,A,A,C,C,D,A,A,C,B,B,A,D,A,D,D,C,B,A,C,C,D,B,C,A,D,C,B,A,C,C,B,A,A,D,A,A,B,D
Examinee.03776,P,Y,A,C,A,A,C,A,A,D,C,B,B,B,A,D,C,D,D,A,B,C,B,C,A,D,A,A,D,B,B,D,B,C,D,B,B,D,B,A,B,C,C,C,B,A,A,D,B,B,C,D
Examinee.03777,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,A,C,A,A,A,A,A,B,C,C,B,A,C,A,A,B,B,D,C,C,B,D,C,C,B,C,A,A,A,B,B,A
Examinee.03778,P,Y,A,B,B,B,C,C,A,D,C,D,D,B,C,C,D,D,D,A,B,C,A,C,A,B,A,B,C,C,B,B,C,B,A,B,C,D,D,C,B,D,C,C,A,D,A,D,B,A,A,B
Examinee.03779,P,Y,A,B,C,B,C,A,A,B,C,B,D,D,B,A,D,D,D,A,B,C,A,C,A,B,D,B,D,C,C,A,C,A,A,B,D,D,C,C,B,D,C,C,B,A,C,D,A,B,C,A
Examinee.03780,P,Y,A,B,D,B,C,B,B,D,C,D,D,D,C,C,D,D,D,A,A,C,A,C,C,A,D,C,C,C,B,A,C,A,A,B,C,D,C,C,B,D,C,C,B,C,A,A,B,B,B,D
Examinee.03781,P,Y,A,A,A,B,C,A,B,D,C,D,D,D,C,A,D,D,D,A,B,C,A,C,A,A,B,C,C,C,B,A,C,A,B,B,C,D,C,C,B,D,C,C,B,B,A,A,B,B,D,D
Examinee.03782,P,Y,A,A,A,B,C,C,B,D,C,D,B,B,A,B,D,D,D,A,D,C,A,C,A,A,B,D,C,C,B,A,C,C,A,B,B,A,D,C,B,D,C,C,B,A,C,B,B,B,D,D
Examinee.03783,P,Y,A,B,C,B,C,C,A,B,C,D,D,B,A,B,D,D,D,A,B,C,A,C,A,A,A,A,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,D,B,C,D
Examinee.03784,P,Y,A,A,D,B,C,B,A,D,C,D,B,B,A,B,A,D,D,A,B,C,A,C,A,A,A,D,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03785,P,Y,A,B,D,B,C,B,A,D,C,D,B,B,C,B,D,D,D,A,B,C,A,C,A,A,A,B,C,C,B,A,A,A,A,A,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03786,P,Y,A,A,D,B,C,A,C,B,C,D,D,B,C,A,C,D,D,A,B,C,A,C,A,A,A,A,C,C,B,A,C,A,D,B,C,C,D,C,B,D,C,C,B,D,A,D,D,B,B,A
Examinee.03787,P,Y,A,A,D,B,C,B,A,D,C,D,B,B,A,B,D,D,D,A,B,C,A,C,A,A,C,A,C,C,B,A,C,A,A,B,D,A,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03788,P,Y,A,A,D,B,C,B,A,D,C,D,B,B,A,B,D,D,D,A,B,C,A,C,A,A,A,A,C,C,B,A,A,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03789,P,Y,A,A,B,B,C,C,A,D,C,D,B,B,C,B,D,A,D,A,B,D,A,C,A,A,A,A,C,C,B,A,A,B,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,C,A
Examinee.03790,P,Y,A,A,D,B,C,A,A,B,C,D,D,D,C,B,D,D,D,A,B,C,A,C,A,A,D,B,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03791,P,Y,A,B,C,B,C,A,A,B,C,D,D,D,C,A,D,D,D,A,B,C,A,D,A,A,D,B,C,C,B,A,C,A,A,B,D,A,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03792,P,Y,A,B,D,B,C,D,A,B,C,D,D,B,C,B,D,D,D,A,B,C,A,D,A,A,A,A,C,C,B,A,A,C,A,B,D,A,D,C,B,D,C,C,B,A,A,D,B,B,C,A
Examinee.03793,P,Y,A,A,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,B,C,A,C,A,A,A,D,C,C,B,A,C,A,A,B,D,C,C,C,B,D,C,C,B,D,C,D,C,B,B,D
Examinee.03794,P,Y,A,A,D,B,C,A,B,D,C,D,C,B,C,B,A,D,D,A,B,C,A,C,A,A,A,A,C,D,B,A,C,A,A,B,C,A,B,C,B,C,C,B,B,C,D,A,A,B,B,C
Examinee.03795,P,Y,A,B,C,B,A,A,A,B,C,D,D,B,C,A,D,C,D,B,B,C,B,C,B,D,A,D,D,C,B,A,D,A,A,B,C,D,A,B,C,D,A,C,D,C,A,D,D,B,A,D
Examinee.03796,P,Y,A,A,D,B,C,A,A,D,D,D,D,B,C,A,D,D,D,A,D,C,A,D,A,A,A,B,B,C,B,A,C,A,A,B,C,D,D,B,B,D,C,C,B,A,A,B,B,B,D,A
Examinee.03797,P,Y,A,D,D,B,C,A,A,B,D,D,D,B,C,C,D,D,D,A,D,C,A,D,A,A,A,C,C,D,B,A,C,A,A,B,C,D,D,C,B,D,C,C,B,C,A,D,B,B,A,A
Examinee.03798,P,Y,A,A,C,C,C,A,A,B,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,A,A,B,C,C,B,A,A,A,A,B,B,D,D,C,B,D,C,C,B,A,A,A,B,B,B,A
Examinee.03799,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,C,A,D,A,A,A,B,C,C,B,A,A,A,A,B,B,D,D,C,B,D,C,C,C,A,A,A,B,B,D,A
Examinee.03800,P,Y,A,A,A,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,B,C,A,C,A,A,A,A,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03801,P,Y,A,A,C,B,C,A,A,D,C,D,B,B,C,A,D,D,D,A,B,C,A,C,A,D,A,A,C,C,B,B,B,A,A,B,D,D,D,B,B,D,C,C,A,C,A,D,D,B,B,A
Examinee.03802,P,Y,A,A,A,C,B,B,A,D,C,D,D,B,B,B,A,A,D,A,B,C,B,D,A,A,A,A,C,C,B,A,A,A,A,B,B,D,D,C,B,D,C,C,B,A,A,A,B,B,A,A
Examinee.03803,P,Y,A,D,A,B,A,B,C,A,C,D,B,B,A,B,D,A,D,B,A,C,A,A,C,D,A,C,D,B,B,C,C,B,D,B,B,D,C,D,B,D,A,C,B,D,C,D,C,B,A,A
Examinee.03804,P,Y,A,A,B,B,C,A,A,D,C,D,D,B,B,B,A,C,D,A,D,C,A,D,B,D,B,A,A,C,B,D,C,A,C,B,B,D,B,B,B,C,B,C,B,A,C,A,C,A,B,C
Examinee.03805,P,Y,A,A,B,B,B,A,A,D,C,B,A,B,C,B,A,D,D,A,B,C,C,A,A,A,D,A,A,C,B,B,C,A,A,B,C,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.03806,P,Y,A,D,A,B,A,C,C,D,C,D,A,B,C,B,A,D,D,A,D,D,C,A,D,A,D,D,D,D,B,A,B,C,B,B,D,D,C,C,B,C,B,C,B,C,A,A,D,B,B,A
Examinee.03807,L,Y,A,A,A,B,B,B,A,B,C,D,B,B,C,B,A,D,D,A,B,C,A,A,A,A,C,D,D,C,C,A,C,A,B,B,D,D,D,D,B,D,C,C,B,D,A,A,B,B,B,A
Examinee.03808,P,Y,A,A,B,B,B,A,A,D,C,D,A,B,B,B,A,D,D,A,B,C,A,A,A,A,D,D,D,C,B,B,B,A,B,B,D,D,D,C,B,D,C,C,B,A,D,D,A,A,B,D
Examinee.03809,L,Y,A,A,B,B,B,B,A,D,C,B,A,B,C,B,D,D,D,A,B,C,A,A,A,A,D,A,D,D,B,A,B,A,B,B,D,D,D,C,B,D,C,C,B,D,A,D,B,B,B,A
Examinee.03810,P,Y,A,A,A,B,B,B,A,D,C,A,A,B,C,B,A,D,D,A,B,C,A,D,A,A,D,D,D,C,B,A,C,A,A,B,D,D,D,B,B,D,C,C,B,D,A,D,D,B,B,A
Examinee.03811,P,Y,A,A,A,B,A,B,A,D,C,A,A,B,C,B,A,A,A,A,B,C,A,A,D,D,D,A,D,C,D,D,C,A,A,B,C,D,C,B,B,B,C,C,B,D,A,D,B,B,C,A
Examinee.03812,P,Y,A,A,D,B,B,B,A,D,C,A,A,B,C,B,A,D,D,A,B,C,A,A,A,A,D,A,D,D,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,D,A,D,B,B,B,A
Examinee.03813,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,A,B,A,D,D,A,A,C,A,B,A,C,A,D,D,C,C,D,A,A,A,B,D,D,D,D,B,D,A,C,B,A,A,D,C,B,B,A
Examinee.03814,L,Y,A,B,C,B,C,A,A,D,C,D,B,B,C,B,D,D,D,A,B,C,A,C,A,A,A,D,C,C,B,A,C,A,A,B,D,D,C,C,C,D,C,C,B,A,A,D,B,B,D,A
Examinee.03815,P,Y,A,A,A,B,C,B,C,D,C,D,B,B,A,B,D,D,D,A,D,C,A,B,A,A,A,D,C,C,B,A,A,B,A,A,D,D,D,C,B,D,C,C,B,D,A,B,B,B,B,D
Examinee.03816,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,A,B,A,D,D,A,B,C,B,C,A,D,A,D,C,C,B,A,A,A,A,B,D,D,C,C,B,D,C,C,B,A,A,D,B,A,B,A
Examinee.03817,P,Y,A,A,A,B,C,B,A,D,C,D,D,A,B,B,A,D,D,A,B,C,B,C,D,D,A,C,D,B,C,C,A,A,A,B,D,D,C,B,C,B,A,C,B,A,C,D,A,B,B,A
Examinee.03818,P,Y,A,A,A,B,A,B,A,D,C,B,B,B,C,B,D,C,D,A,D,C,A,B,A,A,A,D,D,C,B,C,A,A,A,B,D,D,C,D,B,D,C,C,C,D,C,D,A,A,B,A
Examinee.03819,L,Y,A,C,D,B,A,B,C,D,C,D,A,B,C,B,A,D,D,A,D,C,A,B,A,A,A,D,C,C,B,A,A,B,A,B,B,D,D,C,B,D,C,C,B,D,A,D,B,B,A,D
Examinee.03820,P,Y,A,A,C,B,A,A,A,D,C,D,D,B,A,B,D,C,B,C,B,D,B,B,A,D,D,A,D,D,B,D,A,C,D,B,A,D,B,D,C,B,C,B,B,C,A,D,B,B,C,A
Examinee.03821,P,Y,A,A,A,A,A,A,A,D,C,D,B,B,A,C,B,D,A,A,D,D,B,B,A,C,D,C,D,D,C,D,A,C,D,B,C,D,B,B,C,C,C,C,B,C,C,D,D,B,C,A
Examinee.03822,P,Y,A,A,D,B,C,B,A,D,C,D,D,B,A,B,B,D,D,A,B,C,A,C,A,A,D,C,C,C,B,B,C,A,A,B,C,A,D,C,B,D,C,C,B,D,A,C,B,B,D,D
Examinee.03823,P,Y,A,A,D,B,C,B,A,D,C,D,D,B,C,B,C,D,D,A,B,C,A,C,A,A,D,D,C,C,B,B,C,A,A,B,D,D,B,D,B,D,C,C,B,D,A,A,D,B,B,A
Examinee.03824,P,Y,A,A,D,B,C,B,A,D,C,D,D,B,A,B,B,D,D,A,B,C,A,C,A,B,D,A,C,C,B,A,A,A,A,B,D,D,D,C,B,D,C,C,B,A,A,A,B,B,B,A
Examinee.03825,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,B,C,D,D,A,B,C,A,D,A,A,D,B,C,C,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,D,A
Examinee.03826,P,Y,A,B,D,B,C,B,A,D,C,D,A,B,A,B,B,D,D,A,A,C,A,D,A,B,D,D,C,C,B,D,C,A,A,B,D,D,C,C,B,D,C,C,B,D,C,B,B,B,D,A
Examinee.03827,P,Y,A,A,D,B,C,B,A,D,C,D,A,B,A,B,B,D,D,A,A,C,C,C,A,D,A,A,C,C,C,A,B,A,A,A,D,D,C,D,B,D,D,C,B,A,A,D,B,B,A,C
Examinee.03828,P,Y,A,B,D,B,C,B,A,D,C,D,D,B,A,B,B,D,D,A,B,C,A,C,B,A,A,A,C,C,B,A,B,A,A,B,C,B,D,C,B,D,C,C,B,A,B,C,B,B,A,D
Examinee.03829,P,Y,A,A,D,B,C,B,A,D,C,D,A,B,A,B,B,D,D,A,A,C,A,D,A,B,A,A,C,C,B,A,C,A,A,B,A,D,D,C,B,D,D,C,B,A,A,D,B,B,A,C
Examinee.03830,P,Y,A,A,D,B,C,B,A,D,C,D,D,B,A,B,B,D,D,A,A,C,A,B,A,A,D,A,C,C,B,A,C,A,B,B,C,D,D,C,B,D,C,C,B,A,A,D,B,B,A,C
Examinee.03831,P,Y,A,A,A,B,C,B,A,D,C,B,B,B,C,B,A,C,D,A,B,C,B,C,A,D,A,D,B,A,B,A,B,C,A,B,D,D,D,D,B,C,C,C,B,A,A,B,A,B,B,A
Examinee.03832,P,Y,A,B,C,B,C,A,A,D,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,A,A,D,C,C,B,C,C,A,A,B,D,D,D,A,B,A,C,C,B,D,A,D,B,B,D,A
Examinee.03833,P,Y,A,B,C,B,C,A,A,B,D,D,D,D,C,A,D,D,D,A,C,C,A,D,A,A,A,D,C,C,B,C,C,D,A,B,D,D,C,D,B,D,C,C,B,C,D,D,A,A,D,A
Examinee.03834,P,Y,A,B,A,B,C,B,A,D,C,D,C,D,A,B,A,A,D,A,A,C,A,D,A,D,A,D,C,B,B,D,C,C,C,B,B,D,D,A,B,D,C,C,B,D,A,D,A,B,D,A
Examinee.03835,P,Y,A,A,C,B,C,A,A,D,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,A,A,D,B,C,B,A,C,C,A,B,D,D,C,A,B,C,C,C,B,D,A,D,A,B,A,A
Examinee.03836,P,Y,A,B,D,B,C,A,A,D,C,D,B,B,C,B,D,D,D,A,B,C,A,B,A,B,D,A,D,C,A,B,C,A,A,B,D,D,A,C,B,D,A,C,D,C,C,D,A,B,C,A
Examinee.03837,P,Y,A,B,C,B,C,A,A,B,C,D,D,D,C,A,D,D,D,A,B,C,A,D,B,A,A,D,C,C,B,A,B,A,A,B,D,D,D,C,B,D,C,C,B,D,C,A,A,B,D,A
Examinee.03838,P,Y,A,B,C,B,C,A,A,D,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,C,A,D,C,B,A,A,A,A,C,B,D,D,A,A,B,D,D,C,B,C,A,D,A,B,D,A
Examinee.03839,P,Y,A,B,A,B,A,A,C,D,C,D,B,B,C,B,D,D,D,A,C,C,A,D,A,D,A,D,D,B,B,A,C,A,A,B,D,D,B,C,A,D,C,C,B,B,A,D,B,B,C,B
Examinee.03840,P,Y,A,D,B,B,C,B,A,D,C,D,D,B,B,B,D,D,D,A,A,C,A,D,A,D,A,B,C,C,C,B,C,B,A,B,D,D,C,C,B,D,C,C,A,B,A,D,B,B,A,A
Examinee.03841,P,Y,A,B,C,B,C,A,A,D,C,D,B,B,C,C,D,D,D,A,B,C,A,D,A,D,A,D,C,C,A,A,B,B,A,B,D,D,B,A,B,D,C,C,B,C,A,A,A,B,D,A
Examinee.03842,P,Y,A,A,A,B,A,B,C,D,C,B,A,B,C,B,D,D,D,A,D,C,A,B,B,D,A,C,C,C,B,A,A,B,A,B,D,B,D,B,B,D,C,C,A,D,A,D,C,B,B,A
Examinee.03843,P,Y,A,A,B,C,C,A,A,D,C,B,A,B,A,C,D,D,D,A,A,C,A,A,A,B,A,B,D,C,B,A,C,B,A,B,B,D,C,D,B,D,C,C,A,A,A,D,A,B,B,A
Examinee.03844,P,Y,A,D,A,B,C,A,A,D,C,B,D,B,C,C,D,C,D,A,B,D,A,C,A,A,D,B,D,C,B,A,B,C,A,B,D,C,D,B,B,A,B,C,A,D,A,D,B,B,D,C
Examinee.03845,P,Y,A,B,B,B,A,C,C,D,C,D,C,D,A,B,D,D,D,B,B,C,B,B,A,D,A,B,D,A,B,A,A,B,A,B,C,D,C,D,D,C,B,C,A,B,A,D,A,A,B,D
Examinee.03846,P,Y,A,B,A,B,A,C,C,D,C,D,B,B,A,B,D,D,D,A,B,C,A,B,A,B,A,B,C,C,B,B,A,A,B,D,B,D,D,B,B,D,C,C,A,D,A,D,B,B,B,D
Examinee.03847,P,Y,A,B,B,B,A,B,B,D,C,D,C,B,A,B,D,D,D,A,A,C,A,D,A,D,A,B,C,A,B,D,A,B,A,B,C,D,B,D,B,D,A,C,B,B,A,D,B,B,B,B
Examinee.03848,P,Y,A,B,B,A,B,B,B,B,C,B,B,B,A,B,B,A,D,B,D,D,B,D,B,A,A,B,D,C,D,C,C,B,A,B,A,D,C,B,B,C,A,B,A,C,C,D,B,A,A,C
Examinee.03849,P,Y,A,A,C,B,A,A,B,D,C,B,C,B,A,A,D,D,D,A,A,C,B,C,C,A,A,B,D,A,B,A,A,A,A,B,B,C,A,D,B,A,D,C,A,D,A,D,D,A,A,C
Examinee.03850,P,Y,A,B,A,B,A,E,A,D,C,B,B,B,A,B,A,D,D,A,B,C,C,C,B,B,A,C,D,C,A,B,C,C,A,B,D,D,D,A,B,D,C,C,A,D,A,D,B,B,D,C
Examinee.03851,L,Y,A,B,C,A,B,C,A,D,C,B,D,B,B,C,B,D,D,A,A,D,B,D,D,D,C,B,C,D,B,D,D,B,B,C,B,D,D,A,B,A,C,C,A,A,A,D,A,A,D,A
Examinee.03852,P,Y,A,B,C,C,C,A,A,B,D,D,D,D,C,A,D,D,D,C,B,B,A,B,D,C,C,D,D,A,C,D,C,B,B,A,B,B,B,B,B,C,D,B,A,D,B,D,A,C,A,B
Examinee.03853,P,Y,A,B,C,B,C,A,A,B,D,A,D,B,C,C,D,B,D,B,B,C,D,A,D,A,C,B,A,C,C,D,A,A,B,B,D,C,B,A,D,A,A,C,A,B,A,D,A,B,B,C
Examinee.03854,P,Y,A,A,A,C,A,A,A,D,C,D,A,B,A,B,D,D,D,A,A,C,A,C,B,D,A,D,C,C,B,C,C,B,A,B,D,D,D,B,B,D,D,C,B,D,A,D,A,A,D,C
Examinee.03855,P,Y,A,B,C,C,C,B,A,D,C,B,D,B,B,D,A,D,D,A,B,D,A,B,S,D,A,B,D,B,D,B,B,B,D,B,D,B,C,B,B,C,B,C,A,C,D,A,C,B,B,A
Examinee.03856,P,Y,A,B,C,C,C,A,A,B,D,D,D,D,B,A,D,B,D,B,B,C,D,D,A,D,A,C,B,A,C,D,A,A,A,B,D,D,B,D,D,A,D,B,A,D,D,D,A,A,B,C
Examinee.03857,P,Y,A,A,A,B,C,A,A,B,C,D,A,B,A,B,D,A,D,A,B,C,A,C,A,D,A,D,C,C,B,B,D,C,A,B,C,D,D,B,C,D,C,C,B,D,A,D,A,B,A,C
Examinee.03858,P,Y,A,B,B,B,A,C,A,D,C,B,D,B,C,B,D,D,D,A,B,C,A,C,A,D,A,B,C,C,B,A,C,B,A,B,B,D,C,D,A,D,A,C,B,D,A,D,B,B,D,C
Examinee.03859,P,Y,A,D,A,A,B,A,A,D,C,D,A,B,B,C,D,D,D,A,C,D,B,D,A,A,A,D,C,D,B,C,A,A,C,B,B,C,B,B,B,B,A,C,A,B,C,D,A,C,B,D
Examinee.03860,P,Y,A,A,B,A,C,B,C,D,C,B,D,B,A,B,D,D,D,A,B,C,A,D,C,D,A,A,D,C,B,A,C,B,A,B,D,D,C,D,B,C,C,C,B,D,A,A,B,B,C,A
Examinee.03861,P,Y,A,B,C,C,C,A,A,B,C,D,B,D,C,A,D,D,D,A,B,C,A,D,A,D,A,D,C,C,B,A,A,C,C,B,D,D,C,B,B,D,A,C,B,B,B,D,D,B,D,A
Examinee.03862,P,Y,A,B,C,B,C,A,C,D,C,D,A,B,C,B,D,D,D,A,C,D,B,D,A,C,A,D,C,B,A,C,C,B,A,B,B,D,D,D,B,C,D,C,A,C,A,D,A,B,B,C
Examinee.03863,P,Y,A,B,C,B,C,A,A,D,C,D,D,D,C,B,D,D,D,A,A,C,A,D,A,D,A,D,C,B,A,C,C,C,A,B,D,D,D,A,B,D,D,C,B,C,A,D,A,B,D,C
Examinee.03864,P,Y,A,B,C,B,C,A,A,D,C,D,D,D,C,A,D,D,D,A,A,C,A,D,A,D,A,D,C,B,A,A,C,B,C,B,D,D,B,A,B,D,B,C,B,C,C,D,A,B,D,D
Examinee.03865,P,Y,A,B,C,B,C,A,A,B,D,D,A,D,D,D,A,D,D,A,D,C,A,D,A,D,A,D,C,B,A,A,A,C,C,B,B,D,A,B,B,D,D,C,B,S,S,D,A,B,D,A
Examinee.03866,L,Y,A,B,A,C,B,C,C,A,C,B,B,B,D,D,D,D,D,A,A,B,B,D,B,A,A,D,C,B,A,C,C,A,C,B,D,D,D,C,A,B,C,D,B,C,C,D,B,B,C,C
Examinee.03867,L,Y,A,B,C,B,C,A,B,B,D,D,D,B,C,A,D,D,A,D,A,B,A,D,B,D,A,B,D,C,A,B,B,D,B,B,B,B,B,B,B,C,A,C,A,B,C,D,A,A,D,D
Examinee.03868,P,Y,A,C,B,A,A,A,C,D,B,B,D,B,B,A,A,D,D,A,D,B,A,C,C,C,D,C,B,C,A,C,B,B,A,B,C,D,C,B,B,D,B,C,A,D,D,D,C,B,B,A
Examinee.03869,L,Y,A,D,B,A,C,B,A,D,C,B,B,B,C,B,C,D,D,B,A,B,B,C,B,D,D,A,D,C,B,D,C,B,D,B,D,D,A,C,B,B,C,C,A,C,A,B,B,A,D,D
